DATA,ATIVO,COTAS,VLR COTA
2018-12-17 00:00:00,MXRF11,,
2018-12-18 00:00:00,RBRR11,,
2018-12-19 00:00:00,,,
2018-12-19 00:00:00,XPLG11,10.0,96.8
2018-12-20 00:00:00,,,
2018-12-20 00:00:00,EDGA11,10.0,44.15
2018-12-20 00:00:00,FIGS11,10.0,69.7
2018-12-28 00:00:00,TAEE11,,
2018-12-28 00:00:00,EDGA11,,
2018-12-28 00:00:00,CMIG3,,
2018-12-28 00:00:00,BBAS3,,
2019-01-02 00:00:00,ITSA4,,
2019-01-02 00:00:00,,,
2019-01-02 00:00:00,NTNF,,
2019-01-02 00:00:00,EDGA11,10.0,43.5
2019-01-03 00:00:00,BPFF11,5.0,90.75
2019-01-07 00:00:00,,,
2019-01-08 00:00:00,BPFF11,,
2019-01-08 00:00:00,SPTW11,,
2019-01-09 00:00:00,GGRC11,,
2019-01-09 00:00:00,BMEB4,100.0,7.3
2019-01-09 00:00:00,PMAM3,500.0,1.38
2019-01-09 00:00:00,BCFF11,10.0,86.97
2019-01-14 00:00:00,CMIG3,-1000.0,16.2
2019-01-14 00:00:00,FIGS11,9.0,64.0
2019-01-15 00:00:00,XPLG11,,
2019-01-15 00:00:00,VISC11,,
2019-01-15 00:00:00,SDIL13,,
2019-01-15 00:00:00,SDIL11,,
2019-01-15 00:00:00,RBGS11,,
2019-01-15 00:00:00,MXRF11,,
2019-01-15 00:00:00,FIGS11,,
2019-01-15 00:00:00,BCFF11,,
2019-01-15 00:00:00,HGTX3,,
2019-01-15 00:00:00,FIGS11,6.0,61.4
2019-01-15 00:00:00,BPFF11,3.0,92.05
2019-01-16 00:00:00,,,
2019-01-17 00:00:00,RBRR11,,
2019-01-17 00:00:00,XPLG11,5.0,101.96
2019-01-17 00:00:00,VISC11,10.0,108.44
2019-01-18 00:00:00,RGBS11,10.0,43.65
2019-01-21 00:00:00,NTN-B,,
2019-01-21 00:00:00,NTN-F,,
2019-01-21 00:00:00,VISC11,5.0,108.12
2019-01-22 00:00:00,HGRU11,10.0,106.1
2019-01-24 00:00:00,XPLG11,10.0,101.75
2019-01-24 00:00:00,ALASKA,,
2019-01-28 00:00:00,HGRU11,10.0,106.5
2019-01-29 00:00:00,XPML11,10.0,106.99
2019-01-29 00:00:00,RBRR11,10.0,105.05
2019-01-30 00:00:00,FIGS11,10.0,59.65
2019-01-31 00:00:00,TIET11,100.0,11.78
2019-01-31 00:00:00,SPTW11,10.0,79.7
2019-01-31 00:00:00,EDGA11,,
2019-02-04 00:00:00,MXRF11,50.0,10.95
2019-02-05 00:00:00,XPML11,10.0,105.72
2019-02-07 00:00:00,MXRF11,50.0,10.69
2019-02-07 00:00:00,BPFF11,5.0,96.51
2019-02-07 00:00:00,SPTW11,,
2019-02-07 00:00:00,BPFF11,,
2019-02-08 00:00:00,MXRF11,50.0,10.57
2019-02-08 00:00:00,NTN-F,,
2019-02-08 00:00:00,GGRC11,,
2019-02-08 00:00:00,,,
2019-02-11 00:00:00,,,
2019-02-12 00:00:00,ABCB4,,
2019-02-12 00:00:00,ABCB4,26.0,13.23
2019-02-12 00:00:00,,,
2019-02-12 00:00:00,HTMX11,5.0,149.3
2019-02-13 00:00:00,HTMX11,2.0,149.45
2019-02-14 00:00:00,VISC11,,
2019-02-14 00:00:00,FIGS11,,
2019-02-14 00:00:00,HGRU11,,
2019-02-14 00:00:00,MXRF11,,
2019-02-14 00:00:00,BCFF11,,
2019-02-14 00:00:00,RBGS11,,
2019-02-14 00:00:00,XPLG11,,
2019-02-14 00:00:00,SDIL11,,
2019-02-14 00:00:00,HGTX3,,
2019-02-14 00:00:00,HTMX11,3.0,149.85
2019-02-14 00:00:00,BPFF11,5.0,94.4
2019-02-14 00:00:00,XPLG11,5.0,100.49
2019-02-15 00:00:00,NTN-B,,
2019-02-18 00:00:00,RBRR11,,
2019-02-19 00:00:00,XPLG11,5.0,100.87
2019-02-20 00:00:00,,,
2019-02-20 00:00:00,GGRC11,10.0,116.7
2019-02-21 00:00:00,XPML11,,
2019-02-21 00:00:00,BMEB4,100.0,7.55
2019-02-21 00:00:00,HGRU11,10.0,107.42
2019-02-22 00:00:00,KLBN4,,
2019-02-22 00:00:00,KLBN4,,
2019-02-22 00:00:00,XPML11,7.0,102.21000000000001
2019-02-25 00:00:00,,,
2019-02-25 00:00:00,KLBN4,,
2019-02-26 00:00:00,,,
2019-02-26 00:00:00,BCFF11,10.0,82.4
2019-02-26 00:00:00,BPFF11,10.0,94.0
2019-02-28 00:00:00,EDGA11,,
2019-02-28 00:00:00,,,
2019-02-28 00:00:00,VISC11,10.0,106.22
2019-03-07 00:00:00,BBAS3,,
2019-03-07 00:00:00,ITSA4,,
2019-03-07 00:00:00,BPFF11,10.0,93.2
2019-03-08 00:00:00,,,
2019-03-08 00:00:00,VISC11,10.0,107.3
2019-03-08 00:00:00,RBGS11,10.0,44.25
2019-03-11 00:00:00,SPTW11,,
2019-03-11 00:00:00,HTMX11,,
2019-03-11 00:00:00,BPFF11,,
2019-03-11 00:00:00,GGRC11,5.0,128.24
2019-03-11 00:00:00,MXRF11,50.0,11.29
2019-03-12 00:00:00,,,
2019-03-12 00:00:00,XPLG11,10.0,103.4
2019-03-12 00:00:00,GGRC11,,
2019-03-13 00:00:00,TIET11,100.0,11.28
2019-03-15 00:00:00,MXRF11,,
2019-03-18 00:00:00,XPLG11,,
2019-03-18 00:00:00,VISC11,,
2019-03-18 00:00:00,SDIL11,,
2019-03-18 00:00:00,RBGS11,,
2019-03-18 00:00:00,HGRU11,,
2019-03-18 00:00:00,FIGS11,,
2019-03-18 00:00:00,BCFF11,,
2019-03-18 00:00:00,,,
2019-03-19 00:00:00,XPML11,10.0,107.99
2019-03-20 00:00:00,RBRR11,,
2019-03-20 00:00:00,,,
2019-03-21 00:00:00,KLBN4,300.0,3.05
2019-03-21 00:00:00,XPML11,10.0,108.8
2019-03-25 00:00:00,XPML11,,
2019-03-25 00:00:00,BPFF11,10.0,91.47
2019-03-26 00:00:00,BMEB4,,
2019-03-29 00:00:00,,,
2019-03-29 00:00:00,XPLG11,10.0,101.97
2019-03-29 00:00:00,BBAS3,,
2019-03-29 00:00:00,EDGA11,,
2019-04-01 00:00:00,XPML11,5.0,107.4
2019-04-01 00:00:00,ITSA4,,
2019-04-02 00:00:00,,,
2019-04-02 00:00:00,PMAM3,700.0,1.45
2019-04-02 00:00:00,BCFF11,8.0,84.03
2019-04-05 00:00:00,,,
2019-04-05 00:00:00,BPFF11,,
2019-04-05 00:00:00,HTMX11,,
2019-04-05 00:00:00,SPTW11,,
2019-04-05 00:00:00,BCFF11,10.0,83.88
2019-04-05 00:00:00,GGRC11,6.0,128.4
2019-04-08 00:00:00,GGRC11,,
2019-04-08 00:00:00,,,
2019-04-08 00:00:00,MXRF11,100.0,11.06
2019-04-09 00:00:00,RBRR11,10.0,101.0
2019-04-10 00:00:00,,,
2019-04-12 00:00:00,BCFF11,,
2019-04-12 00:00:00,FIGS11,,
2019-04-12 00:00:00,HGRU11,,
2019-04-12 00:00:00,RBGS11,,
2019-04-12 00:00:00,SDIL11,,
2019-04-12 00:00:00,VISC11,,
2019-04-12 00:00:00,XPLG11,,
2019-04-12 00:00:00,MXRF11,45.0,10.9
2019-04-12 00:00:00,VISC11,5.0,108.06
2019-04-15 00:00:00,MXRF11,,
2019-04-16 00:00:00,RBRR11,,
2019-04-24 00:00:00,HGTX3,,
2019-04-25 00:00:00,XPML11,,
2019-04-25 00:00:00,,,
2019-04-25 00:00:00,BPFF11,9.0,91.85
2019-04-29 00:00:00,,,
2019-04-29 00:00:00,BPFF11,10.0,92.75
2019-04-30 00:00:00,NTN-F,,
2019-04-30 00:00:00,EDGA11,,
2019-05-02 00:00:00,,,
2019-05-02 00:00:00,VISC11,5.0,102.87
2019-05-06 00:00:00,,,
2019-05-08 00:00:00,,,
2019-05-08 00:00:00,BCFF11,2.0,85.4
2019-05-08 00:00:00,BPFF11,,
2019-05-08 00:00:00,HTMX11,,
2019-05-08 00:00:00,SPTW11,,
2019-05-09 00:00:00,GGRC11,,
2019-05-09 00:00:00,BPFF11,10.0,91.94
2019-05-13 00:00:00,XPML11,10.0,106.59
2019-05-13 00:00:00,,,
2019-05-14 00:00:00,TAEE11,,
2019-05-15 00:00:00,SDIL12,15.0,96.13
2019-05-15 00:00:00,BCFF11,,
2019-05-15 00:00:00,FIGS11,,
2019-05-15 00:00:00,HGRU11,,
2019-05-15 00:00:00,MXRF11,,
2019-05-15 00:00:00,SDIL11,,
2019-05-15 00:00:00,VISC11,,
2019-05-15 00:00:00,XPLG11,,
2019-05-16 00:00:00,RGBS11,,
2019-05-16 00:00:00,BPFF11,5.0,91.4
2019-05-16 00:00:00,XPLG11,8.0,100.95
2019-05-17 00:00:00,RBRR11,,
2019-05-17 00:00:00,RBRR13,,
2019-05-17 00:00:00,KLBN4,,
2019-05-20 00:00:00,,,
2019-05-20 00:00:00,BPFF11,10.0,91.89
2019-05-20 00:00:00,PETR4,,
2019-05-20 00:00:00,PETR4,,
2019-05-22 00:00:00,WIZS3,,
2019-05-22 00:00:00,VGIR11,9.0,102.75
2019-05-24 00:00:00,XPML11,,
2019-05-28 00:00:00,TAEE11,,
2019-05-28 00:00:00,TAEE11,,
2019-05-31 00:00:00,BBAS3,,
2019-05-31 00:00:00,EDGA11,,
2019-05-31 00:00:00,,,
2019-05-31 00:00:00,BPFF11,10.0,92.9
2019-05-31 00:00:00,VGIR11,7.0,103.84
2019-05-31 00:00:00,,,
2019-06-06 00:00:00,,,
2019-06-06 00:00:00,XPLG11,7.0,101.3
2019-06-07 00:00:00,BPFF11,,
2019-06-07 00:00:00,HTMX11,,
2019-06-07 00:00:00,BCFF11,10.0,86.7
2019-06-10 00:00:00,GGRC11,,
2019-06-10 00:00:00,SPTW11,,
2019-06-10 00:00:00,,,
2019-06-10 00:00:00,XPLG11,5.0,101.35
2019-06-12 00:00:00,BPFF11,7.0,93.0
2019-06-14 00:00:00,RBGS11,,
2019-06-14 00:00:00,HGRU11,,
2019-06-14 00:00:00,FIGS11,,
2019-06-14 00:00:00,MXRF11,,
2019-06-14 00:00:00,SDIL11,,
2019-06-14 00:00:00,VISC11,,
2019-06-14 00:00:00,XPLG11,,
2019-06-14 00:00:00,BCFF11,,
2019-06-14 00:00:00,XPLG11,5.0,101.38
2019-06-18 00:00:00,RBRR11,,
2019-06-19 00:00:00,,,
2019-06-19 00:00:00,VGIR11,,
2019-06-21 00:00:00,SAPR4,,
2019-06-21 00:00:00,SAPR4,,
2019-06-21 00:00:00,BPFF11,5.0,93.89
2019-06-21 00:00:00,VGIR11,5.0,102.96
2019-06-25 00:00:00,XPML11,,
2019-06-26 00:00:00,,,
2019-06-26 00:00:00,MXRF11,50.0,11.55
2019-06-27 00:00:00,MXRF11,55.0,11.37
2019-06-28 00:00:00,BBAS3,,
2019-06-28 00:00:00,CMIG3,,
2019-06-28 00:00:00,EDGA11,,
2019-06-28 00:00:00,,,
2019-06-28 00:00:00,VGIR11,9.0,103.45
2019-07-01 00:00:00,ITSA4,,
2019-07-01 00:00:00,NTNF,,
2019-07-02 00:00:00,UBSR11,6.0,109.49
2019-07-03 00:00:00,,,
2019-07-03 00:00:00,FIGS11,10.0,64.24
2019-07-03 00:00:00,BPFF11,10.0,94.4
2019-07-05 00:00:00,HGTX3,,
2019-07-05 00:00:00,PETR4,,
2019-07-05 00:00:00,BPFF11,,
2019-07-05 00:00:00,HTMX11,,
2019-07-05 00:00:00,UBSR11,6.0,109.3
2019-07-08 00:00:00,GGRC11,,
2019-07-08 00:00:00,SPTW11,,
2019-07-10 00:00:00,,,
2019-07-10 00:00:00,FIGS11,10.0,63.49
2019-07-12 00:00:00,XPLG11,,
2019-07-12 00:00:00,HGRU11,,
2019-07-15 00:00:00,VISC11,,
2019-07-15 00:00:00,SDIL11,,
2019-07-15 00:00:00,RBGS11,,
2019-07-15 00:00:00,MXRF11,,
2019-07-15 00:00:00,FIGS11,,
2019-07-15 00:00:00,BCFF11,,
2019-07-15 00:00:00,BPFF11,8.0,97.7
2019-07-15 00:00:00,,,
2019-07-17 00:00:00,ABCB4,,
2019-07-17 00:00:00,RBRR11,,
2019-07-17 00:00:00,UBSR11,6.0,108.0
2019-07-18 00:00:00,VGIR11,,
2019-07-19 00:00:00,,,
2019-07-19 00:00:00,SDIL11,5.0,109.9
2019-07-19 00:00:00,XPLG11,5.0,103.0
2019-07-22 00:00:00,VISC11,5.0,108.5
2019-07-22 00:00:00,UBSR11,,
2019-07-24 00:00:00,TIET11,,
2019-07-24 00:00:00,SDIL11,5.0,105.01
2019-07-25 00:00:00,XPML11,,
2019-07-31 00:00:00,EDGA11,,
2019-08-01 00:00:00,,,
2019-08-01 00:00:00,MXRF11,50.0,11.72
2019-08-02 00:00:00,XPLG11,5.0,106.0
2019-08-05 00:00:00,,,
2019-08-05 00:00:00,VGIR11,5.0,104.5
2019-08-07 00:00:00,BPFF11,,
2019-08-07 00:00:00,HTMX11,,
2019-08-07 00:00:00,KLBN4,200.0,2.9
2019-08-14 00:00:00,RBGS11,,
2019-08-14 00:00:00,HGRU11,,
2019-08-14 00:00:00,FIGS11,,
2019-08-14 00:00:00,SDIL11,,
2019-08-14 00:00:00,VISC11,,
2019-08-14 00:00:00,XPLG11,,
2019-08-14 00:00:00,BCFF11,,
2019-08-14 00:00:00,MXRF11,50.0,11.0
2019-08-15 00:00:00,MXRF11,,
2019-08-15 00:00:00,NTN-B,,
2019-08-15 00:00:00,KLBN4,200.0,2.84
2019-08-16 00:00:00,RBRR11,,
2019-08-19 00:00:00,VGIR11,,
2019-08-19 00:00:00,TAEE11,,
2019-08-19 00:00:00,KLBN4,,
2019-08-21 00:00:00,UBSR11,,
2019-08-21 00:00:00,XPML11,,
2019-08-21 00:00:00,MXRF11,70.0,10.79
2019-08-23 00:00:00,ITSA4,,
2019-08-27 00:00:00,VGIR12,20.0,101.0
2019-08-29 00:00:00,,,
2019-08-30 00:00:00,BBAS3,,
2019-08-30 00:00:00,EDGA11,,
2019-08-30 00:00:00,,,
2019-09-02 00:00:00,,,
2019-09-04 00:00:00,MXRF11,50.0,10.87
2019-09-05 00:00:00,HGTX3,,
2019-09-05 00:00:00,,,
2019-09-06 00:00:00,XPLG11,8.0,103.35
2019-09-06 00:00:00,BPFF11,,
2019-09-06 00:00:00,HTMX11,,
2019-09-09 00:00:00,SPTW11,,
2019-09-09 00:00:00,GGRC11,,
2019-09-09 00:00:00,TIET11,100.0,11.86
2019-09-10 00:00:00,,,
2019-09-10 00:00:00,UBSR11,7.0,109.2
2019-09-12 00:00:00,MXRF11,,
2019-09-12 00:00:00,MXRF11,80.0,10.89
2019-09-13 00:00:00,UBSR11,,
2019-09-13 00:00:00,FIGS11,,
2019-09-13 00:00:00,HGRU11,,
2019-09-13 00:00:00,RBGS11,,
2019-09-13 00:00:00,SDIL11,,
2019-09-13 00:00:00,VISC11,,
2019-09-13 00:00:00,XPLG11,,
2019-09-13 00:00:00,BCFF11,,
2019-09-13 00:00:00,VGIR11,10.0,102.68
2019-09-16 00:00:00,RBGS11,10.0,47.5
2019-09-16 00:00:00,UBSR11,4.0,109.14
2019-09-17 00:00:00,RBRR11,,
2019-09-18 00:00:00,VGIR11,,
2019-09-18 00:00:00,VGIR13,,
2019-09-20 00:00:00,,,
2019-09-20 00:00:00,SPTW11,5.0,88.09
2019-09-24 00:00:00,,,
2019-09-24 00:00:00,XPLG13,10.0,101.0
2019-09-25 00:00:00,XPML11,,
2019-09-30 00:00:00,BBAS3,,
2019-09-30 00:00:00,EDGA11,,
2019-10-01 00:00:00,ITSA4,,
2019-10-01 00:00:00,,,
2019-10-01 00:00:00,BCFF12,-150.0,4.0
2019-10-02 00:00:00,BCFF12,-38.0,5.01
2019-10-03 00:00:00,ABCB4,40.0,16.98
2019-10-03 00:00:00,KLBN4,100.0,2.85
2019-10-04 00:00:00,PETR4,,
2019-10-07 00:00:00,BPFF11,,
2019-10-07 00:00:00,HTMX11,,
2019-10-08 00:00:00,,,
2019-10-08 00:00:00,HGTX3,-500.0,34.25
2019-10-08 00:00:00,SPTW11,10.0,88.25
2019-10-08 00:00:00,GGRC11,,
2019-10-08 00:00:00,SPTW11,,
2019-10-09 00:00:00,XPML13,-6.0,2.68
2019-10-10 00:00:00,BCFF11,20.0,85.0
2019-10-10 00:00:00,FIGS11,10.0,65.02
2019-10-10 00:00:00,VGIR11,10.0,102.85
2019-10-10 00:00:00,RBFF11,10.0,76.95
2019-10-11 00:00:00,RBFF11,10.0,77.31
2019-10-14 00:00:00,XPLG14,,
2019-10-14 00:00:00,XPLG11,,
2019-10-14 00:00:00,VISC11,,
2019-10-14 00:00:00,UBSR11,,
2019-10-14 00:00:00,SDIL11,,
2019-10-14 00:00:00,RBGS11,,
2019-10-14 00:00:00,HGRU11,,
2019-10-14 00:00:00,BCFF11,,
2019-10-14 00:00:00,TIET11,100.0,11.96
2019-10-15 00:00:00,MXRF11,,
2019-10-15 00:00:00,RBFF11,10.0,77.01
2019-10-15 00:00:00,RBFF11,10.0,77.1
2019-10-16 00:00:00,RBRR11,,
2019-10-16 00:00:00,FIGS11,10.0,65.03
2019-10-16 00:00:00,MXRF11,100.0,11.2
2019-10-17 00:00:00,VGIR11,,
2019-10-18 00:00:00,CMIG4,100.0,13.7
2019-10-18 00:00:00,VGIR11,10.0,102.55
2019-10-21 00:00:00,XPML11,10.0,109.68
2019-10-23 00:00:00,TIET11,,
2019-10-23 00:00:00,HGTX3,,
2019-10-23 00:00:00,FIGS11,5.0,68.24
2019-10-23 00:00:00,FIGS11,5.0,68.22
2019-10-23 00:00:00,RBFF11,10.0,78.96
2019-10-25 00:00:00,XPML11,,
2019-10-30 00:00:00,UBSR11,11.0,107.76
2019-10-31 00:00:00,EDGA11,,
2019-10-31 00:00:00,MALL11,10.0,102.84
2019-11-01 00:00:00,XPML16,5.0,109.68
2019-11-05 00:00:00,MALL11,10.0,103.85
2019-11-06 00:00:00,,,
2019-11-07 00:00:00,FIGS11,10.0,69.6
2019-11-07 00:00:00,BPFF11,,
2019-11-07 00:00:00,HTMX11,,
2019-11-08 00:00:00,GGRC11,,
2019-11-08 00:00:00,SPTW11,,
2019-11-08 00:00:00,VGIR11,10.0,102.98
2019-11-12 00:00:00,UBSR11,10.0,106.35
2019-11-14 00:00:00,KLBN4,,
2019-11-14 00:00:00,BCFF13,,
2019-11-14 00:00:00,MALL11,,
2019-11-14 00:00:00,RBGS11,,
2019-11-14 00:00:00,HGRU11,,
2019-11-14 00:00:00,UBSR11,,
2019-11-14 00:00:00,RBFF11,,
2019-11-14 00:00:00,SDIL11,,
2019-11-14 00:00:00,MXRF11,,
2019-11-14 00:00:00,VISC11,,
2019-11-14 00:00:00,XPLG11,,
2019-11-14 00:00:00,BCFF11,,
2019-11-18 00:00:00,OUFF11,10.0,95.5
2019-11-18 00:00:00,MXRF12,-500.0,0.08
2019-11-19 00:00:00,RBRR11,,
2019-11-21 00:00:00,VGIR11,,
2019-11-21 00:00:00,,,
2019-11-22 00:00:00,TIET11,,
2019-11-25 00:00:00,XPML14,,
2019-11-25 00:00:00,XPML11,,
2019-11-25 00:00:00,WIZS3,,
2019-11-25 00:00:00,OUFF11,10.0,95.7
2019-11-29 00:00:00,BBAS3,,
2019-11-29 00:00:00,TAEE11,,
2019-11-29 00:00:00,EDGA11,,
2019-11-29 00:00:00,MXRF12,292.0,10.89
2019-11-29 00:00:00,,,
2019-11-29 00:00:00,,,
2019-12-04 00:00:00,UBSR16,8.0,100.0
2019-12-04 00:00:00,,,
2019-12-06 00:00:00,HTMX11,,
2019-12-09 00:00:00,BPFF11,,
2019-12-09 00:00:00,GGRC11,,
2019-12-09 00:00:00,SPTW11,,
2019-12-09 00:00:00,SPTW11,,
2019-12-09 00:00:00,MALL11,5.0,106.8
2019-12-09 00:00:00,UBSR11,10.0,105.3
2019-12-11 00:00:00,VISC13,-46.0,5.3
2019-12-12 00:00:00,BCFF11,,
2019-12-12 00:00:00,BCFF13,,
2019-12-12 00:00:00,MXRF11,,
2019-12-12 00:00:00,,,
2019-12-13 00:00:00,HGRU11,,
2019-12-13 00:00:00,MALL11,,
2019-12-13 00:00:00,RBFF11,,
2019-12-13 00:00:00,RBGS11,,
2019-12-13 00:00:00,SDIL11,,
2019-12-13 00:00:00,UBSR11,,
2019-12-13 00:00:00,VISC11,,
2019-12-13 00:00:00,XPLG11,,
2019-12-16 00:00:00,OUFF11,10.0,97.1
2019-12-17 00:00:00,RBRR11,,
2019-12-18 00:00:00,VGIR11,,
2019-12-20 00:00:00,OUFF11,,
2019-12-23 00:00:00,XPML11,,
2019-12-27 00:00:00,CMIG3,,
2019-12-27 00:00:00,CMIG3,,
2019-12-27 00:00:00,TAEE11,,
2019-12-30 00:00:00,EDGA11,,
2019-12-30 00:00:00,BBAS3,,
2019-12-30 00:00:00,UBSR11,10.0,108.23
2020-01-02 00:00:00,ITSA4,,
2020-01-02 00:00:00,NTNF,,
2020-01-06 00:00:00,,,
2020-01-06 00:00:00,OIBR3,1000.0,0.91
2020-01-07 00:00:00,,,
2020-01-08 00:00:00,HTMX11,,
2020-01-08 00:00:00,BPFF11,,
2020-01-09 00:00:00,GGRC11,,
2020-01-09 00:00:00,SPTW11,,
2020-01-09 00:00:00,ITSA4,76.0,13.62
2020-01-10 00:00:00,BRSR6,50.0,21.07
2020-01-14 00:00:00,ABCB4,,
2020-01-14 00:00:00,MXRF11,,
2020-01-14 00:00:00,MXRF13,,
2020-01-15 00:00:00,MALL11,,
2020-01-15 00:00:00,HGRU11,,
2020-01-15 00:00:00,RBGS11,,
2020-01-15 00:00:00,SDIL11,,
2020-01-15 00:00:00,FIGS11,,
2020-01-15 00:00:00,RBFF11,,
2020-01-15 00:00:00,VISC11,,
2020-01-15 00:00:00,UBSR16,,
2020-01-15 00:00:00,XPLG11,,
2020-01-15 00:00:00,BCFF11,,
2020-01-15 00:00:00,UBSR11,,
2020-01-15 00:00:00,BRSR6,50.0,20.86
2020-01-16 00:00:00,VINO11,11.0,67.6
2020-01-17 00:00:00,RBRR11,,
2020-01-20 00:00:00,VGIR11,,
2020-01-20 00:00:00,,,
2020-01-20 00:00:00,ITSA4,100.0,13.43
2020-01-22 00:00:00,OUFF11,,
2020-01-24 00:00:00,XPML11,,
2020-01-28 00:00:00,,,
2020-01-28 00:00:00,VINO11,10.0,66.83
2020-01-31 00:00:00,EDGA11,,
2020-01-31 00:00:00,BCFF12,-280.0,7.5
2020-01-31 00:00:00,VINO11,10.0,65.85
2020-02-05 00:00:00,BCFF12,-10.0,6.8
2020-02-06 00:00:00,,,
2020-02-06 00:00:00,UBSR11,10.0,107.2
2020-02-07 00:00:00,PETR4,,
2020-02-07 00:00:00,HTMX11,,
2020-02-07 00:00:00,BPFF11,,
2020-02-10 00:00:00,SPTW11,,
2020-02-10 00:00:00,GGRC11,,
2020-02-11 00:00:00,MXRF12,-790.0,0.17
2020-02-13 00:00:00,BRBCFFR28M14,15.0,91.39
2020-02-13 00:00:00,VGIR11,5.0,104.7
2020-02-13 00:00:00,UBSR11,5.0,106.32
2020-02-14 00:00:00,VINO11,,
2020-02-14 00:00:00,HGRU11,,
2020-02-14 00:00:00,MALL11,,
2020-02-14 00:00:00,RBRR11,,
2020-02-14 00:00:00,RBGS11,,
